state,date1,date2,n,rate,lwr,upr,metric,survey
CA,11/9/2020,11/20/2020,1285,7.9,6.09,9.63,N,Commerical
CO,11/13/2020,11/27/2020,1316,7.1,4.72,9.97,N,Commerical
CT,11/16/2020,11/28/2020,1305,4.6,3.28,5.98,N,Commerical
DC,11/10/2020,11/23/2020,1512,11.4,9.33,13.42,N,Commerical
DE,11/10/2020,11/27/2020,1017,8.1,5.97,10.3,N,Commerical
FL,11/9/2020,11/20/2020,1692,10.2,8.66,11.82,N,Commerical
GA,11/15/2020,11/23/2020,1265,10.3,8.09,12.58,N,Commerical
HI,11/13/2020,11/25/2020,666,2.8,1.34,4.31,N,Commerical
IA,11/13/2020,11/27/2020,980,14.7,11.02,18.56,N,Commerical
ID,11/17/2020,11/27/2020,471,13.4,9.61,17.73,N,Commerical
IL,11/14/2020,11/25/2020,2023,16.2,14.64,17.83,N,Commerical
IN,11/12/2020,11/25/2020,1166,6.2,3.79,8.63,N,Commerical
KS,11/9/2020,11/28/2020,1276,8.2,6.39,10.35,N,Commerical
KY,11/9/2020,11/25/2020,1719,7.7,5.86,9.79,N,Commerical
LA,11/12/2020,11/26/2020,1286,9.3,6.92,11.79,N,Commerical
MA,11/16/2020,11/28/2020,1286,4.5,3.29,5.87,N,Commerical
MD,11/12/2020,11/26/2020,1237,9.5,7.51,11.43,N,Commerical
ME,11/16/2020,11/27/2020,565,0.6,0.1,1.29,N,Commerical
MI,11/9/2020,11/25/2020,1907,8.8,6.47,12.1,N,Commerical
MN,11/12/2020,11/27/2020,1301,11.4,9.23,13.83,N,Commerical
MO,11/9/2020,11/25/2020,2000,10.3,8.14,12.86,N,Commerical
MS,11/9/2020,11/24/2020,1450,13.6,11.65,15.61,N,Commerical
MT,11/11/2020,11/25/2020,486,9.1,6,12.5,N,Commerical
NC,11/9/2020,11/23/2020,1619,8.4,6.49,10.45,N,Commerical
ND,11/10/2020,11/24/2020,41,777,NA,NA,N,Commerical
NE,11/13/2020,11/27/2020,1262,16.3,13.06,19.61,N,Commerical
NH,11/16/2020,11/27/2020,1302,1.6,0.72,2.54,N,Commerical
NJ,11/12/2020,11/26/2020,1483,15.1,12.92,17.35,N,Commerical
NM,11/12/2020,11/29/2020,1255,8.8,6.72,11.11,N,Commerical
NV,11/9/2020,11/25/2020,1835,12,9.18,14.98,N,Commerical
NY,11/11/2020,11/28/2020,1199,9.3,7.21,11.24,N,Commerical
OH,11/13/2020,11/25/2020,1341,12.8,10.54,15.16,N,Commerical
OK,11/14/2020,11/17/2020,1284,6.5,4.62,8.52,N,Commerical
OR,11/16/2020,11/20/2020,299,4.1,1.67,7.09,N,Commerical
PA,11/9/2020,11/27/2020,2553,7.6,6.36,8.83,N,Commerical
PR,11/16/2020,11/28/2020,1300,3.5,2.33,4.8,N,Commerical
RI,11/16/2020,11/27/2020,1196,5.3,3.82,6.85,N,Commerical
SC,11/10/2020,11/23/2020,1710,10.6,8.89,12.37,N,Commerical
SD,11/10/2020,11/25/2020,211,12,4.77,20.21,N,Commerical
TN,11/9/2020,11/25/2020,1528,12,10.29,13.81,N,Commerical
TX,11/12/2020,11/25/2020,933,14.3,10.62,18.52,N,Commerical
UT,11/12/2020,11/25/2020,661,12.2,8.66,15.38,N,Commerical
VA,11/12/2020,11/26/2020,1344,4.6,2.98,6.56,N,Commerical
VT,11/16/2020,11/28/2020,464,0.6,0,1.68,N,Commerical
WA,11/19/2020,11/23/2020,297,3,1.01,5.38,N,Commerical
WI,11/9/2020,11/25/2020,1614,15.6,13.39,18.13,N,Commerical
WV,11/16/2020,11/27/2020,904,3.6,1.82,5.78,N,Commerical
WY,11/9/2020,11/25/2020,518,9.1,4.29,14.94,N,Commerical
AK,11/23/2020,12/7/2020,901,8.8,6.17,11.53,N,Commerical
AL,11/23/2020,12/8/2020,1339,11.7,9.74,14.02,N,Commerical
AR,11/25/2020,12/9/2020,1441,9.2,7.21,11.11,N,Commerical
AZ,11/30/2020,12/8/2020,1249,12.2,9.85,14.69,N,Commerical
CA,11/23/2020,12/3/2020,1285,8.9,7.07,10.87,N,Commerical
CO,11/26/2020,12/11/2020,1316,9.8,8,11.4,N,Commerical
CT,11/30/2020,12/11/2020,1282,4.9,3.49,6.45,N,Commerical
DC,11/23/2020,12/5/2020,2002,13.2,10.78,15.31,N,Commerical
DE,11/24/2020,12/10/2020,1500,7.8,5.91,9.81,N,Commerical
FL,11/30/2020,12/2/2020,778,11.3,9,13.5,N,Commerical
GA,11/25/2020,12/10/2020,1296,15,12.59,17.7,N,Commerical
HI,11/27/2020,12/12/2020,1259,4.5,2.04,7.24,N,Commerical
IA,11/25/2020,12/11/2020,1278,19.7,16.18,23.39,N,Commerical
ID,11/27/2020,12/8/2020,567,10.7,7.31,14.51,N,Commerical
IL,11/27/2020,12/8/2020,2209,23.4,21.32,25.62,N,Commerical
IN,11/26/2020,12/9/2020,727,8.6,6.14,11.87,N,Commerical
KS,11/24/2020,12/12/2020,1282,9.7,7.68,11.79,N,Commerical
KY,11/25/2020,12/9/2020,1262,10.9,8.95,13.04,N,Commerical
LA,11/27/2020,12/12/2020,1291,10.2,8.15,12.13,N,Commerical
MA,11/30/2020,12/12/2020,1291,6.2,4.76,7.82,N,Commerical
MD,11/26/2020,12/10/2020,1176,10.9,8.32,13.81,N,Commerical
ME,11/30/2020,12/11/2020,573,1.3,0.34,2.53,N,Commerical
MI,11/24/2020,12/9/2020,1109,10.3,7.88,12.68,N,Commerical
MN,11/25/2020,12/10/2020,1278,14,11.71,16.52,N,Commerical
MO,11/27/2020,12/9/2020,1808,14.8,12.15,17.4,N,Commerical
MS,11/23/2020,12/8/2020,1279,18.3,15.53,21.34,N,Commerical
MT,11/29/2020,12/11/2020,540,9.7,6.61,12.66,N,Commerical
NC,11/23/2020,12/1/2020,973,7.3,5.6,9.23,N,Commerical
ND,11/25/2020,12/8/2020,25,777,NA,NA,N,Commerical
NE,11/27/2020,12/11/2020,1261,15.5,12.43,18.79,N,Commerical
NH,11/30/2020,12/5/2020,1307,1.9,1.05,2.93,N,Commerical
NJ,11/27/2020,12/10/2020,1066,15.5,13.08,18.29,N,Commerical
NM,11/28/2020,12/12/2020,1298,12.9,10.57,15.1,N,Commerical
NV,11/27/2020,12/8/2020,1160,13.2,10.31,16.23,N,Commerical
NY,11/23/2020,12/12/2020,1289,12.2,10.13,14.58,N,Commerical
OH,11/25/2020,12/9/2020,1778,16.5,14.4,18.73,N,Commerical
OK,11/30/2020,12/10/2020,1298,6.7,5.13,8.24,N,Commerical
OR,11/30/2020,12/11/2020,1476,3.6,2.32,5.05,N,Commerical
PA,11/27/2020,12/9/2020,1125,10.6,8.58,12.68,N,Commerical
PR,11/30/2020,12/10/2020,1306,4.5,3.03,5.99,N,Commerical
RI,11/30/2020,12/12/2020,1240,8.7,6.95,10.66,N,Commerical
SC,11/23/2020,12/7/2020,1174,9.4,7.63,11.56,N,Commerical
SD,11/25/2020,12/9/2020,123,23.3,13.47,34.75,N,Commerical
TN,11/25/2020,12/8/2020,1333,14.9,12.52,17.19,N,Commerical
TX,11/26/2020,12/9/2020,655,18.1,13.95,23.3,N,Commerical
UT,11/23/2020,12/7/2020,1141,21.6,14.83,27.87,N,Commerical
VA,11/26/2020,12/10/2020,1112,5.7,3.45,8.02,N,Commerical
VT,11/30/2020,12/11/2020,422,0.8,0.04,1.8,N,Commerical
WA,11/23/2020,12/11/2020,1402,5.5,3.91,7.32,N,Commerical
WI,11/25/2020,12/7/2020,797,20.3,16.45,24.31,N,Commerical
WV,11/28/2020,12/12/2020,1178,5.1,3.26,7.47,N,Commerical
WY,11/24/2020,12/9/2020,306,13.1,8.1,18.82,N,Commerical
AK,12/10/2020,12/21/2020,908,11.1,7.71,15,N,Commerical
AL,12/14/2020,12/26/2020,1291,15.5,13.32,17.9,N,Commerical
AR,12/14/2020,12/27/2020,1445,13.1,10.97,15.2,N,Commerical
AZ,12/14/2020,12/27/2020,1903,12.6,10.9,14.43,N,Commerical
CA,12/14/2020,12/27/2020,1257,10.4,8.33,12.49,N,Commerical
CO,12/11/2020,12/18/2020,1314,11.5,8.96,14.46,N,Commerical
CT,12/14/2020,12/26/2020,1296,8.5,6.77,10.28,N,Commerical
DC,12/14/2020,12/22/2020,1235,12.5,9.87,14.91,N,Commerical
DE,12/14/2020,12/22/2020,1550,9.9,7.65,11.98,N,Commerical
FL,12/14/2020,12/24/2020,1321,13,11.03,15.09,N,Commerical
GA,12/14/2020,12/18/2020,1283,16.3,13.63,19.49,N,Commerical
HI,12/10/2020,12/26/2020,1072,3,1.64,4.33,N,Commerical
IA,12/12/2020,12/24/2020,1046,19.3,15.48,23.31,N,Commerical
ID,12/8/2020,12/21/2020,760,18,13.38,22.45,N,Commerical
IL,12/14/2020,12/26/2020,1560,23.1,20.66,25.55,N,Commerical
IN,12/10/2020,12/22/2020,699,11.2,8.57,13.8,N,Commerical
KS,12/11/2020,12/23/2020,1310,12.3,10.23,14.41,N,Commerical
KY,12/14/2020,12/27/2020,1548,11.7,10.01,13.72,N,Commerical
LA,12/10/2020,12/24/2020,1302,10.6,8.34,13.26,N,Commerical
MA,12/14/2020,12/26/2020,1276,5.9,4.51,7.43,N,Commerical
MD,12/10/2020,12/23/2020,1380,15.2,12.7,17.8,N,Commerical
ME,12/14/2020,12/26/2020,526,2.3,0.7,5.51,N,Commerical
MI,12/14/2020,12/26/2020,1334,15.1,12.53,18.16,N,Commerical
MN,12/11/2020,12/23/2020,1294,15.2,12.58,17.9,N,Commerical
MO,12/14/2020,12/26/2020,1230,18.6,14.58,22.33,N,Commerical
MS,12/14/2020,12/26/2020,1039,17.7,14.03,21.59,N,Commerical
MT,12/10/2020,12/23/2020,362,14.8,10.51,18.89,N,Commerical
NC,12/14/2020,12/23/2020,1053,8.1,6.18,10.2,N,Commerical
ND,12/14/2020,12/23/2020,13,777,NA,NA,N,Commerical
NE,12/8/2020,12/26/2020,1273,23,19.12,27.01,N,Commerical
NH,12/14/2020,12/24/2020,1307,3.2,1.88,4.83,N,Commerical
NJ,12/10/2020,12/23/2020,1359,16.8,14.29,19.16,N,Commerical
NM,12/10/2020,12/22/2020,1294,20.2,16.98,23.66,N,Commerical
NV,12/14/2020,12/27/2020,1926,16.4,14.43,18.46,N,Commerical
NY,12/11/2020,12/23/2020,1316,9.7,7.91,11.77,N,Commerical
OH,12/14/2020,12/22/2020,1744,17.9,15.86,20.03,N,Commerical
OK,12/10/2020,12/19/2020,1297,11.6,9.39,13.82,N,Commerical
OR,12/11/2020,12/15/2020,816,4.6,2.55,6.85,N,Commerical
PA,12/14/2020,12/27/2020,1639,11.7,9.56,13.9,N,Commerical
PR,12/14/2020,12/23/2020,1300,6.3,4.79,8.06,N,Commerical
RI,12/14/2020,12/26/2020,981,11.8,9.18,14.52,N,Commerical
SC,12/14/2020,12/23/2020,928,13.3,10.86,16.45,N,Commerical
SD,12/14/2020,12/24/2020,68,777,NA,NA,N,Commerical
TN,12/14/2020,12/26/2020,1160,18,14.14,22.25,N,Commerical
TX,12/10/2020,12/23/2020,1726,16.4,13.96,19.41,N,Commerical
UT,12/14/2020,12/27/2020,1155,19.7,16.11,24.18,N,Commerical
VA,12/10/2020,12/23/2020,1217,5.7,3.78,8.54,N,Commerical
VT,12/14/2020,12/24/2020,355,1.4,0,3.17,N,Commerical
WA,12/11/2020,12/15/2020,1019,5,2.7,7.76,N,Commerical
WI,12/14/2020,12/27/2020,892,24,19.81,28.42,N,Commerical
WV,12/10/2020,12/26/2020,733,5.9,3.93,8.11,N,Commerical
WY,12/14/2020,12/24/2020,162,18.5,11.19,26.47,N,Commerical
AK,12/23/2020,1/9/2021,1144,10.2,8.11,12.54,N,Commerical
AL,12/28/2020,1/8/2021,1385,20.4,18.07,23.06,N,Commerical
AR,12/28/2020,1/10/2021,1301,13.8,11.74,15.98,N,Commerical
AZ,12/28/2020,1/7/2021,1291,17,14.73,19.22,N,Commerical
CA,12/28/2020,1/10/2021,1211,16.4,14.06,18.96,N,Commerical
CO,12/25/2020,1/6/2021,1319,12.6,9.88,15.61,N,Commerical
CT,12/28/2020,1/9/2021,1287,8.1,6.42,9.65,N,Commerical
DC,12/28/2020,1/6/2021,1065,14.6,11.9,17.14,N,Commerical
DE,12/28/2020,1/9/2021,1296,9.9,8.02,11.91,N,Commerical
FL,12/28/2020,1/9/2021,1317,18.6,16.21,20.93,N,Commerical
GA,12/27/2020,12/31/2020,1295,19.7,16.78,22.54,N,Commerical
HI,12/23/2020,1/9/2021,1168,2.8,1.61,4.3,N,Commerical
IA,12/26/2020,1/8/2021,1026,20.6,16.88,24.62,N,Commerical
ID,12/24/2020,1/9/2021,782,15.4,11.71,19.46,N,Commerical
IL,12/28/2020,1/7/2021,1356,28.4,25.35,31.34,N,Commerical
IN,12/26/2020,1/7/2021,424,15.6,11.65,20.24,N,Commerical
KS,12/26/2020,1/7/2021,1315,14.2,11.48,16.61,N,Commerical
KY,12/28/2020,1/10/2021,1377,13.5,11.39,15.84,N,Commerical
LA,12/24/2020,1/6/2021,1301,13.3,10.5,15.88,N,Commerical
MA,12/28/2020,1/9/2021,1286,9.5,7.49,11.49,N,Commerical
MD,12/24/2020,1/7/2021,952,16.8,13.82,20.31,N,Commerical
ME,12/28/2020,1/8/2021,590,2.5,1.35,3.98,N,Commerical
MI,12/28/2020,1/10/2021,1258,17.5,14.47,20.16,N,Commerical
MN,12/22/2020,1/7/2021,1295,15.9,13.25,18.62,N,Commerical
MO,12/28/2020,1/9/2021,1584,16.9,13.83,20.2,N,Commerical
MS,12/28/2020,1/10/2021,1336,21,18.29,23.67,N,Commerical
MT,12/25/2020,1/8/2021,480,18.4,14.46,22.8,N,Commerical
NC,12/29/2020,1/7/2021,1467,12.7,10.73,14.68,N,Commerical
ND,12/28/2020,1/8/2021,12,777,NA,NA,N,Commerical
NE,12/26/2020,1/9/2021,1261,21.1,17.7,24.36,N,Commerical
NH,12/28/2020,12/31/2020,1298,4.8,3.17,6.78,N,Commerical
NJ,12/24/2020,1/7/2021,1142,19.8,17.19,22.57,N,Commerical
NM,12/22/2020,1/6/2021,1300,16.1,13.28,19.31,N,Commerical
NV,12/28/2020,1/7/2021,1434,19.3,16.89,21.96,N,Commerical
NY,12/24/2020,1/6/2021,1315,12.9,10.73,15.13,N,Commerical
OH,12/28/2020,1/9/2021,1464,23.8,21.09,26.22,N,Commerical
OK,12/28/2020,12/31/2020,1298,12.5,9.95,15.23,N,Commerical
OR,12/24/2020,1/9/2021,1684,7.2,5.54,9,N,Commerical
PA,12/28/2020,1/10/2021,1508,16.5,13.94,19.55,N,Commerical
PR,12/28/2020,1/8/2021,1300,8.9,7.05,10.81,N,Commerical
RI,12/28/2020,1/9/2021,1022,11.4,9.2,13.69,N,Commerical
SC,12/30/2020,1/9/2021,1133,14.4,12.13,16.5,N,Commerical
SD,12/28/2020,1/8/2021,47,777,NA,NA,N,Commerical
TN,12/28/2020,1/9/2021,1325,18.2,15.74,20.87,N,Commerical
TX,12/23/2020,1/7/2021,1513,20.2,16.69,23.57,N,Commerical
UT,12/28/2020,1/7/2021,1064,17.4,13.46,21.69,N,Commerical
VA,12/24/2020,1/7/2021,908,8.7,5.85,11.63,N,Commerical
VT,12/28/2020,1/9/2021,397,1.4,0.23,3.22,N,Commerical
WA,12/23/2020,1/8/2021,1097,5.1,3.48,7.05,N,Commerical
WI,12/28/2020,1/10/2021,1200,27.3,23.74,30.87,N,Commerical
WV,12/25/2020,1/9/2021,898,8.5,5.38,12,N,Commerical
WY,12/28/2020,1/9/2021,139,20.9,10.99,32.39,N,Commerical
AK,1/8/2021,1/23/2021,1299,14.1,11.15,17.33,N,Commerical
AL,1/11/2021,1/24/2021,1337,20.9,18.21,23.41,N,Commerical
AR,1/11/2021,1/23/2021,1368,17.2,15.1,19.61,N,Commerical
AZ,1/11/2021,1/19/2021,1749,23.1,20.76,25.44,N,Commerical
CA,1/11/2021,1/15/2021,1008,18.1,15.45,20.77,N,Commerical
CO,1/7/2021,1/18/2021,1314,15.1,12.5,17.91,N,Commerical
CT,1/11/2021,1/23/2021,1291,10.3,8.25,12.34,N,Commerical
DC,1/11/2021,1/24/2021,1215,15,12.48,17.68,N,Commerical
DE,1/11/2021,1/23/2021,1216,15.6,13.16,18.33,N,Commerical
FL,1/11/2021,1/15/2021,1297,19.1,16.74,21.61,N,Commerical
GA,1/7/2021,1/18/2021,1322,21,17.96,24.1,N,Commerical
HI,1/4/2021,1/23/2021,1302,3.9,2.26,6.1,N,Commerical
IA,1/8/2021,1/23/2021,1240,24.4,20.57,28.59,N,Commerical
ID,1/6/2021,1/23/2021,1318,22,17.72,27.2,N,Commerical
IL,1/11/2021,1/24/2021,2018,28.2,25.72,30.75,N,Commerical
IN,1/7/2021,1/20/2021,896,21.1,15.48,28.22,N,Commerical
KS,1/7/2021,1/19/2021,1307,17.5,14.76,20.06,N,Commerical
KY,1/11/2021,1/24/2021,1582,15,12.79,17.21,N,Commerical
LA,1/8/2021,1/21/2021,1296,15,12.55,17.49,N,Commerical
MA,1/11/2021,1/23/2021,1291,10.2,8.21,12.15,N,Commerical
MD,1/7/2021,1/21/2021,1305,22.1,18.83,25.32,N,Commerical
ME,1/11/2021,1/23/2021,696,3,1.37,4.9,N,Commerical
MI,1/11/2021,1/24/2021,1235,17.4,14.71,20.17,N,Commerical
MN,1/7/2021,1/19/2021,1282,16.2,13.41,18.79,N,Commerical
MO,1/11/2021,1/23/2021,1345,22,18.71,25.02,N,Commerical
MS,1/11/2021,1/24/2021,1294,19.9,16.64,22.74,N,Commerical
MT,1/11/2021,1/22/2021,619,12.9,9.36,17.32,N,Commerical
NC,1/11/2021,1/21/2021,1330,13.3,11.34,15.7,N,Commerical
ND,1/11/2021,1/18/2021,3,777,NA,NA,N,Commerical
NE,1/8/2021,1/23/2021,1278,24.1,20.01,28.76,N,Commerical
NH,1/11/2021,1/21/2021,1298,7.4,5.65,9.54,N,Commerical
NJ,1/7/2021,1/21/2021,1357,22,19.39,24.62,N,Commerical
NM,1/7/2021,1/21/2021,1295,21.2,18.19,24.42,N,Commerical
NV,1/11/2021,1/21/2021,1381,23.1,20.15,26.16,N,Commerical
NY,1/7/2021,1/20/2021,1316,11,9.28,13.11,N,Commerical
OH,1/11/2021,1/19/2021,1356,26.6,24.09,29.1,N,Commerical
OK,1/7/2021,1/15/2021,1298,19.4,16.92,22.21,N,Commerical
OR,1/8/2021,1/23/2021,1304,8.2,6.58,10.12,N,Commerical
PA,1/11/2021,1/24/2021,1409,17.3,15.05,19.84,N,Commerical
PR,1/11/2021,1/19/2021,1300,12.3,10.03,14.64,N,Commerical
RI,1/11/2021,1/23/2021,1371,17.7,15.34,20.43,N,Commerical
SC,1/11/2021,1/21/2021,1473,18.6,16.12,20.93,N,Commerical
SD,1/11/2021,1/20/2021,49,777,NA,NA,N,Commerical
TN,1/11/2021,1/22/2021,1382,21.4,18.31,24.74,N,Commerical
TX,1/7/2021,1/21/2021,1932,22.4,19.56,25.85,N,Commerical
UT,1/11/2021,1/21/2021,1320,21.5,18.02,25.47,N,Commerical
VA,1/7/2021,1/21/2021,1393,7.6,5.62,9.8,N,Commerical
VT,1/11/2021,1/22/2021,560,1.2,0.38,2.17,N,Commerical
WA,1/8/2021,1/22/2021,1292,9.1,6.95,11.23,N,Commerical
WI,1/11/2021,1/23/2021,1359,27.5,23.86,31.21,N,Commerical
WV,1/10/2021,1/23/2021,1217,10,7.21,13.22,N,Commerical
WY,1/11/2021,1/20/2021,112,31.8,18.26,44.06,N,Commerical
AK,1/19/2021,2/6/2021,1306,14.2,11.56,17.37,N,Commerical
AL,1/25/2021,2/7/2021,1413,24.2,21.73,26.95,N,Commerical
AR,1/25/2021,2/6/2021,1433,19.2,16.98,21.43,N,Commerical
AZ,1/25/2021,2/3/2021,1370,24.4,21.75,26.83,N,Commerical
CA,1/25/2021,2/7/2021,1283,20.3,17.78,22.81,N,Commerical
CO,1/24/2021,1/27/2021,1301,12.4,9.98,15.02,N,Commerical
CT,1/25/2021,2/6/2021,1286,10.4,8.72,12.38,N,Commerical
DC,1/25/2021,1/30/2021,1494,16.3,13.96,18.69,N,Commerical
DE,1/25/2021,2/6/2021,1242,16.8,14.2,19.13,N,Commerical
FL,1/25/2021,2/5/2021,1363,17.7,15.68,20,N,Commerical
GA,1/22/2021,2/4/2021,1301,26.3,23.01,29.82,N,Commerical
HI,1/20/2021,2/6/2021,1148,8.1,6.13,10.26,N,Commerical
IA,1/22/2021,2/6/2021,1195,19.6,16.51,22.7,N,Commerical
ID,1/22/2021,2/6/2021,1313,18,14.33,21.68,N,Commerical
IL,1/25/2021,2/6/2021,1327,32.1,29.22,34.98,N,Commerical
IN,1/21/2021,2/3/2021,560,19.6,15.91,23.33,N,Commerical
KS,1/19/2021,1/30/2021,1293,16.2,13.66,19.11,N,Commerical
KY,1/25/2021,2/7/2021,1322,17.3,14.94,19.58,N,Commerical
LA,1/21/2021,2/4/2021,1298,15.1,12.85,17.58,N,Commerical
MA,1/25/2021,2/6/2021,1280,8.9,7.17,10.97,N,Commerical
MD,1/21/2021,2/4/2021,1455,22.6,19.42,25.51,N,Commerical
ME,1/25/2021,2/5/2021,634,3.4,1.41,5.53,N,Commerical
MI,1/25/2021,2/7/2021,1351,18.7,16.08,21.28,N,Commerical
MN,1/20/2021,1/30/2021,1294,13.5,11.04,16.16,N,Commerical
MO,1/25/2021,2/7/2021,1333,25.5,21.67,28.87,N,Commerical
MS,1/25/2021,2/7/2021,1246,26.5,22.87,29.96,N,Commerical
MT,1/22/2021,2/5/2021,578,15.1,10.4,20.41,N,Commerical
NC,1/25/2021,2/3/2021,1680,18.1,15.94,20.38,N,Commerical
ND,1/29/2021,1/29/2021,2,777,NA,NA,N,Commerical
NE,1/21/2021,2/5/2021,1294,23.4,19.72,26.97,N,Commerical
NH,1/25/2021,1/28/2021,1298,6.2,4.97,7.67,N,Commerical
NJ,1/21/2021,2/4/2021,1174,24.4,21.84,27.28,N,Commerical
NM,1/21/2021,2/5/2021,1297,23.1,20.28,25.86,N,Commerical
NV,1/25/2021,2/4/2021,1612,24.6,22.05,27.22,N,Commerical
NY,1/23/2021,2/3/2021,1309,11.7,9.9,13.8,N,Commerical
OH,1/25/2021,2/2/2021,1380,29.2,26.36,31.91,N,Commerical
OK,1/21/2021,1/29/2021,1299,20.6,18.06,23.09,N,Commerical
OR,1/19/2021,2/6/2021,1305,9.5,7.53,11.49,N,Commerical
PA,1/25/2021,2/7/2021,1539,15.2,12.75,17.69,N,Commerical
PR,1/25/2021,2/2/2021,1300,14.7,12.11,17.42,N,Commerical
RI,1/25/2021,2/6/2021,1410,10.2,8.52,11.97,N,Commerical
SC,1/25/2021,2/5/2021,1317,21.1,18.64,23.65,N,Commerical
SD,1/25/2021,2/5/2021,77,25,15.16,38.08,N,Commerical
TN,1/25/2021,2/7/2021,1663,24.8,22.26,27.29,N,Commerical
TX,1/21/2021,2/2/2021,1576,28.9,25.49,32.48,N,Commerical
UT,1/25/2021,2/4/2021,1474,26.9,23.04,30.85,N,Commerical
VA,1/21/2021,2/4/2021,1363,12.3,9.66,15.53,N,Commerical
VT,1/25/2021,2/5/2021,649,1.3,0.37,2.39,N,Commerical
WA,1/22/2021,2/6/2021,1316,9.3,7.37,11.39,N,Commerical
WI,1/25/2021,2/3/2021,1244,26.2,23.03,29.47,N,Commerical
WV,1/22/2021,2/6/2021,1157,10.9,8.56,13.62,N,Commerical
WY,1/25/2021,2/6/2021,163,26.4,16.76,37.66,N,Commerical
AK,2/5/2021,2/20/2021,1311,12.5,9.22,16.41,N,Commerical
AL,2/8/2021,2/21/2021,1377,23.8,21.16,26.51,N,Commerical
AR,2/8/2021,2/20/2021,1071,21.7,18.82,24.76,N,Commerical
AZ,2/8/2021,2/18/2021,1443,25.7,23.16,28.35,N,Commerical
CA,2/8/2021,2/15/2021,1292,21.6,19.15,24.11,N,Commerical
CO,2/4/2021,2/12/2021,1323,15.1,12.4,18.06,N,Commerical
CT,2/8/2021,2/20/2021,1293,11.2,9.23,13.23,N,Commerical
DC,2/8/2021,2/21/2021,1341,18.6,15.87,21.31,N,Commerical
DE,2/8/2021,2/20/2021,1337,15.8,13.5,18.04,N,Commerical
FL,2/8/2021,2/19/2021,1330,19.4,17.06,21.6,N,Commerical
GA,2/8/2021,2/15/2021,1314,17.1,14.92,19.62,N,Commerical
HI,2/4/2021,2/20/2021,1305,2.6,1.41,4.25,N,Commerical
IA,2/4/2021,2/20/2021,1294,22.4,19.04,25.86,N,Commerical
ID,2/5/2021,2/20/2021,1318,18,13.78,22.12,N,Commerical
IL,2/8/2021,2/20/2021,1408,33.3,30.29,36.5,N,Commerical
IN,2/4/2021,2/17/2021,862,20.8,17.2,24.37,N,Commerical
KS,2/1/2021,2/13/2021,1310,14.8,12.02,17.74,N,Commerical
KY,2/8/2021,2/20/2021,1367,21.3,18.69,24.26,N,Commerical
LA,2/6/2021,2/20/2021,1298,15.1,12.29,18.01,N,Commerical
MA,2/8/2021,2/20/2021,1286,11.6,9.57,13.75,N,Commerical
MD,2/4/2021,2/18/2021,1256,24.7,21.13,28.31,N,Commerical
ME,2/8/2021,2/19/2021,571,3.4,1.82,5.36,N,Commerical
MI,2/8/2021,2/21/2021,1336,18.9,16.24,21.83,N,Commerical
MN,2/1/2021,2/16/2021,1297,16.7,13.99,19.2,N,Commerical
MO,2/8/2021,2/21/2021,1265,23.6,20.35,26.99,N,Commerical
MS,2/8/2021,2/21/2021,1248,25.4,22.27,28.95,N,Commerical
MT,2/2/2021,2/19/2021,452,16.3,11.79,20.98,N,Commerical
NC,2/8/2021,2/18/2021,1309,20.6,18.27,22.95,N,Commerical
ND,2/8/2021,2/17/2021,3,777,NA,NA,N,Commerical
NE,2/5/2021,2/19/2021,1303,18.8,15.86,21.86,N,Commerical
NH,2/8/2021,2/18/2021,1300,7.5,5.29,10.25,N,Commerical
NJ,2/4/2021,2/18/2021,1190,24,21.5,26.73,N,Commerical
NM,2/3/2021,2/17/2021,1298,17.2,14.7,20.24,N,Commerical
NV,2/8/2021,2/15/2021,1677,25.1,22.45,27.63,N,Commerical
NY,2/6/2021,2/20/2021,1308,13.7,11.53,15.85,N,Commerical
OH,2/8/2021,2/20/2021,1557,31.6,29.21,34.3,N,Commerical
OK,2/4/2021,2/13/2021,1296,19.4,16.81,21.96,N,Commerical
OR,2/3/2021,2/20/2021,1309,6.7,4.98,8.3,N,Commerical
PA,2/8/2021,2/20/2021,1485,20.8,18.15,23.37,N,Commerical
PR,2/8/2021,2/16/2021,1302,17.1,14.53,20.28,N,Commerical
RI,2/8/2021,2/20/2021,1270,13.8,11.68,15.84,N,Commerical
SC,2/8/2021,2/18/2021,1317,26.6,23.92,29.34,N,Commerical
SD,2/8/2021,2/19/2021,61,777,NA,NA,N,Commerical
TN,2/8/2021,2/12/2021,1350,27.3,24.04,30.6,N,Commerical
TX,2/7/2021,2/17/2021,701,27.7,22.36,33.04,N,Commerical
UT,2/8/2021,2/19/2021,1228,28.7,24.88,32.75,N,Commerical
VA,2/4/2021,2/18/2021,1025,10.5,7.42,13.35,N,Commerical
VT,2/8/2021,2/19/2021,583,1.1,0.22,2.12,N,Commerical
WA,2/4/2021,2/20/2021,1307,7.7,6.04,9.65,N,Commerical
WI,2/8/2021,2/20/2021,1208,28.4,24.85,32.51,N,Commerical
WV,2/5/2021,2/20/2021,954,11.5,8.31,15.06,N,Commerical
WY,2/8/2021,2/19/2021,123,22.6,12.47,34.57,N,Commerical
AK,2/16/2021,3/3/2021,1315,10,7.28,12.93,N,Commerical
AL,2/22/2021,3/5/2021,1291,28,25.25,30.75,N,Commerical
AR,2/22/2021,3/5/2021,1420,23.1,20.98,25.66,N,Commerical
